"","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","gdd","gddf","tmax_winter","tmax_spring","tmax_summer","tmax_fall","tmax","tmaxf","tmin_winter","tmin_spring","tmin_summer","tmin_fall","tmin","tminf","prcp_winter","prcp_spring","prcp_summer","prcp_fall","prcp","acc_prcp","daylength"
"11",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,482,"Leaves","Initial growth (forbs)",2009,5,5,125,2454957,17,2009,5,5,125,2454957,33,"-9999",879.5,1583.1,5.06,19.18,28.85,19.38,22.5,72.5,-5.75,7.72,18.28,7.9,9.5,49.1,233,405,342,314,0,304,49766
"12",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,482,"Leaves","Initial growth (forbs)",2009,8,20,232,2455064,74,2009,8,20,232,2455064,43,"-9999",3322.75,5980.95,5.06,19.18,28.85,19.38,30,86,-5.75,7.72,18.28,7.9,19,66.2,233,405,342,314,24,843,48038
"13",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,482,"Leaves","Initial growth (forbs)",2009,11,1,305,2455137,7,2009,11,1,305,2455137,9,"-9999",4513.25,8123.85,5.06,19.18,28.85,19.38,15.5,59.9,-5.75,7.72,18.28,7.9,1,33.8,233,405,342,314,0,1255,36979
"14",906,"yard",38.804558,-89.944405,165,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1095,488,"Leaves","Leaves (forbs)",2009,4,12,102,2454934,15,2009,11,1,305,2455137,9,"-9999",526.5,947.7,5.06,19.18,28.85,19.38,14,57.2,-5.75,7.72,18.28,7.9,2.5,36.5,233,405,342,314,0,231,46310
"15",1029,"Home",42.457664,-82.964958,187,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1122,482,"Leaves","Initial growth (forbs)",2009,5,1,121,2454953,-9999,2009,5,1,121,2454953,-9999,"-9999",423.75,762.75,0.07,14.62,25.56,15.71,19,66.2,-8.63,2.88,14.76,5.52,10,50,213,306,299,316,16,345,50112
"16",1037,"Crooked Lake",45.797211,-92.374077,302,"WI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1159,482,"Leaves","Initial growth (forbs)",2009,5,1,121,2454953,-9999,2009,7,7,188,2455020,-9999,"-9999",270.5,486.9,-5.95,12.48,24.48,13.24,18,64.4,-19.01,-0.9,11.43,2.21,3.5,38.3,75,88,273,189,0,92,50803
"17",1037,"Crooked Lake",45.797211,-92.374077,302,"WI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1159,488,"Leaves","Leaves (forbs)",2009,5,6,126,2454958,-9999,2009,7,7,188,2455020,-9999,"-9999",326.75,588.15,-5.95,12.48,24.48,13.24,21,69.8,-19.01,-0.9,11.43,2.21,8,46.4,75,88,273,189,5,98,51494
"18",990,"Restoration Site and Cultivated Beds",38.907368,-90.047646,158,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1174,482,"Leaves","Initial growth (forbs)",2009,3,19,78,2454910,4,2009,3,19,78,2454910,5,"-9999",287.5,517.5,4.89,19.02,28.72,19.2,19.5,67.1,-5.84,7.55,18.22,7.86,4,39.2,229,387,348,292,6,107,42854
"19",990,"Restoration Site and Cultivated Beds",38.907368,-90.047646,158,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1174,488,"Leaves","Leaves (forbs)",2009,3,19,78,2454910,4,2009,4,7,97,2454929,-9999,"-9999",287.5,517.5,4.89,19.02,28.72,19.2,19.5,67.1,-5.84,7.55,18.22,7.86,4,39.2,229,387,348,292,6,107,42854
"20",990,"Restoration Site and Cultivated Beds",38.907368,-90.047646,158,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1175,482,"Leaves","Initial growth (forbs)",2009,3,19,78,2454910,4,2009,3,22,81,2454913,2,"-9999",287.5,517.5,4.89,19.02,28.72,19.2,19.5,67.1,-5.84,7.55,18.22,7.86,4,39.2,229,387,348,292,6,107,42854
"21",990,"Restoration Site and Cultivated Beds",38.907368,-90.047646,158,"IL",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1175,488,"Leaves","Leaves (forbs)",2009,3,22,81,2454913,2,2009,4,7,97,2454929,-9999,"-9999",316,568.8,4.89,19.02,28.72,19.2,17.5,63.5,-5.84,7.55,18.22,7.86,6.5,43.7,229,387,348,292,0,107,43200
"22",1162,"Home",43.202087,-77.602692,125,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1546,482,"Leaves","Initial growth (forbs)",2009,4,3,93,2454925,14,2009,4,24,114,2454946,-9999,"-9999",173.75,312.75,1.13,14.14,24.29,15.35,17,62.6,-7.46,2.86,14.52,5.64,6.5,43.7,175,248,359,210,9,176,45274
"23",1162,"Home",43.202087,-77.602692,125,"NY",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1546,488,"Leaves","Leaves (forbs)",2009,4,17,107,2454939,7,2009,4,24,114,2454946,-9999,"-9999",246.5,443.7,1.13,14.14,24.29,15.35,16.5,61.7,-7.46,2.86,14.52,5.64,1.5,34.7,175,248,359,210,0,217,47693
"24",1127,"Big Garden",42.979267,-70.957291,15,"NH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1557,482,"Leaves","Initial growth (forbs)",2009,4,8,98,2454930,2,2009,5,1,121,2454953,-9999,"-9999",148.5,267.3,1.97,14.1,24.51,15.43,8.5,47.3,-9.32,1.83,14.02,4.23,-0.5,31.1,343,321,544,471,0,329,46310
"25",1127,"Big Garden",42.979267,-70.957291,15,"NH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1557,488,"Leaves","Leaves (forbs)",2009,4,24,114,2454946,9,2009,5,1,121,2454953,-9999,"-9999",266.75,480.15,1.97,14.1,24.51,15.43,18.5,65.3,-9.32,1.83,14.02,4.23,5.5,41.9,343,321,544,471,0,384,49075
"26",1127,"Big Garden",42.979267,-70.957291,15,"NH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1558,482,"Leaves","Initial growth (forbs)",2009,4,8,98,2454930,2,2009,4,15,105,2454937,9,"-9999",148.5,267.3,1.97,14.1,24.51,15.43,8.5,47.3,-9.32,1.83,14.02,4.23,-0.5,31.1,343,321,544,471,0,329,46310
"27",1127,"Big Garden",42.979267,-70.957291,15,"NH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1558,488,"Leaves","Leaves (forbs)",2009,4,24,114,2454946,9,2009,5,1,121,2454953,-9999,"-9999",266.75,480.15,1.97,14.1,24.51,15.43,18.5,65.3,-9.32,1.83,14.02,4.23,5.5,41.9,343,321,544,471,0,384,49075
"28",1167,"home",40.096401,-75.970802,267,"PA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1571,200,"Leaves","All leaves withered (herbaceous and grasses)",2009,10,19,292,2455124,92,2009,11,3,307,2455139,-9999,"-9999",3666.25,6599.25,3.74,16.04,26.21,17.08,12,53.6,-5.77,4.57,15.92,6.23,-1,30.2,251,317,521,297,1,1109,38707
"29",1167,"home",40.096401,-75.970802,267,"PA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1571,201,"Flowers","Open flowers (1 location)",2009,7,19,200,2455032,92,2009,7,19,200,2455032,92,"-9999",2001,3601.8,3.74,16.04,26.21,17.08,25.5,77.9,-5.77,4.57,15.92,6.23,12,53.6,251,317,521,297,0,616,52186
"30",1167,"home",40.096401,-75.970802,267,"PA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1571,482,"Leaves","Initial growth (forbs)",2009,5,3,123,2454955,6,2009,5,3,123,2454955,77,"-9999",578,1040.4,3.74,16.04,26.21,17.08,14,57.2,-5.77,4.57,15.92,6.23,11,51.8,251,317,521,297,2,256,49766
"31",1167,"home",40.096401,-75.970802,267,"PA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1571,488,"Leaves","Leaves (forbs)",2009,5,3,123,2454955,15,2009,7,19,200,2455032,92,"-9999",578,1040.4,3.74,16.04,26.21,17.08,14,57.2,-5.77,4.57,15.92,6.23,11,51.8,251,317,521,297,2,256,49766
"32",1179,"my neighborhood",42.778507,-86.105591,188,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1620,482,"Leaves","Initial growth (forbs)",2009,4,6,96,2454928,-9999,2009,4,6,96,2454928,-9999,"-9999",189.25,340.65,0.07,14.3,25.09,15.7,6.5,43.7,-8.69,2.66,14.14,5.53,0,32,330,320,458,445,2,255,45965
"33",1179,"my neighborhood",42.778507,-86.105591,188,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1620,488,"Leaves","Leaves (forbs)",2009,4,6,96,2454928,-9999,2009,4,6,96,2454928,-9999,"-9999",189.25,340.65,0.07,14.3,25.09,15.7,6.5,43.7,-8.69,2.66,14.14,5.53,0,32,330,320,458,445,2,255,45965
"34",1239,"Home",42.579735,-70.930641,12,"MA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1758,482,"Leaves","Initial growth (forbs)",2009,3,8,67,2454899,-9999,2009,3,11,70,2454902,-9999,"-9999",51.25,92.25,3.19,14.04,24.32,15.96,14.5,58.1,-7.15,3.13,15.11,5.89,4.5,40.1,349,228,440,383,0,203,40781
"35",637,"Frizzle Mountain",44.34095,-72.46122,518,"VT",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1995,482,"Leaves","Initial growth (forbs)",2009,5,5,125,2454957,5,2009,5,24,144,2454976,-9999,"-9999",321.75,579.15,-1.88,12.46,24.4,13.51,20,68,-14.07,-0.95,12.47,2.33,4,39.2,238,253,343,243,0,256,51149
"36",637,"Frizzle Mountain",44.34095,-72.46122,518,"VT",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",1995,488,"Leaves","Leaves (forbs)",2009,5,10,130,2454962,5,2009,5,24,144,2454976,-9999,"-9999",385.5,693.9,-1.88,12.46,24.4,13.51,20,68,-14.07,-0.95,12.47,2.33,6,42.8,238,253,343,243,20,303,51840
"37",637,"Frizzle Mountain",44.34095,-72.46122,518,"VT",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2005,482,"Leaves","Initial growth (forbs)",2009,5,5,125,2454957,5,2009,5,24,144,2454976,-9999,"-9999",321.75,579.15,-1.88,12.46,24.4,13.51,20,68,-14.07,-0.95,12.47,2.33,4,39.2,238,253,343,243,0,256,51149
"38",637,"Frizzle Mountain",44.34095,-72.46122,518,"VT",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2005,488,"Leaves","Leaves (forbs)",2009,5,10,130,2454962,5,2009,5,24,144,2454976,-9999,"-9999",385.5,693.9,-1.88,12.46,24.4,13.51,20,68,-14.07,-0.95,12.47,2.33,6,42.8,238,253,343,243,20,303,51840
"39",1443,"Backyard Prairie",39.948723,-86.05262,236,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2374,488,"Leaves","Leaves (forbs)",2009,5,7,127,2454959,-9999,2009,5,7,127,2454959,-9999,"-9999",724.25,1303.65,2.04,17.36,26.78,18.3,19,66.2,-7.88,5.32,15.95,6.07,11,51.8,274,381,281,158,11,400,50112
"40",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,200,"Leaves","All leaves withered (herbaceous and grasses)",2009,11,10,314,2455146,11,2009,11,10,314,2455146,-9999,"-9999",5416,9748.8,12.58,21.68,31.29,21.33,17,62.6,0.78,9.64,19.69,9.24,9.5,49.1,283,438,217,186,13,1072,36979
"41",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,201,"Flowers","Open flowers (1 location)",2009,8,21,233,2455065,69,2009,8,21,233,2455065,37,"-9999",3905,7029,12.58,21.68,31.29,21.33,32.5,90.5,0.78,9.64,19.69,9.24,21,69.8,283,438,217,186,4,784,47347
"42",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,202,"Fruits","Ripe fruits (1 location)",2009,8,21,233,2455065,69,2009,8,21,233,2455065,37,"-9999",3905,7029,12.58,21.68,31.29,21.33,32.5,90.5,0.78,9.64,19.69,9.24,21,69.8,283,438,217,186,4,784,47347
"43",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,482,"Leaves","Initial growth (forbs)",2009,3,24,83,2454915,-9999,2009,6,13,164,2454996,106,"-9999",629,1132.2,12.58,21.68,31.29,21.33,22,71.6,0.78,9.64,19.69,9.24,6,42.8,283,438,217,186,0,273,43546
"44",1476,"home",34.750793,-82.344971,252,"SC",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2520,488,"Leaves","Leaves (forbs)",2009,4,5,95,2454927,6,2009,11,10,314,2455146,-9999,"-9999",783.75,1410.75,12.58,21.68,31.29,21.33,25,77,0.78,9.64,19.69,9.24,6,42.8,283,438,217,186,0,350,44928
"45",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,200,"Leaves","All leaves withered (herbaceous and grasses)",2009,11,26,330,2455162,47,2009,11,26,330,2455162,-9999,"-9999",3741.75,6735.15,0.23,15.35,25.68,16.12,7.5,45.5,-9.42,3.01,14.07,5.16,2,35.6,324,302,287,465,4,975,33178
"46",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,201,"Flowers","Open flowers (1 location)",2009,7,18,199,2455031,21,2009,9,20,263,2455095,20,"-9999",1843.75,3318.75,0.23,15.35,25.68,16.12,22,71.6,-9.42,3.01,14.07,5.16,11.5,52.7,324,302,287,465,1,584,52877
"47",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,482,"Leaves","Initial growth (forbs)",2009,4,18,108,2454940,8,2009,5,9,129,2454961,6,"-9999",300,540,0.23,15.35,25.68,16.12,21.5,70.7,-9.42,3.01,14.07,5.16,4,39.2,324,302,287,465,0,334,47693
"48",1447,"Home",42.176537,-85.892448,230,"MI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2713,488,"Leaves","Leaves (forbs)",2009,4,18,108,2454940,8,2009,10,10,283,2455115,47,"-9999",300,540,0.23,15.35,25.68,16.12,21.5,70.7,-9.42,3.01,14.07,5.16,4,39.2,324,302,287,465,0,334,47693
"49",1545,"my prairie",42.525692,-89.214783,255,"WI",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2752,488,"Leaves","Leaves (forbs)",2009,5,12,132,2454964,-9999,2009,5,12,132,2454964,-9999,"-9999",548.75,987.75,-2.51,14.55,25.29,15.52,18.5,65.3,-13.46,2.38,14.02,4.58,5.5,41.9,191,342,371,222,0,380,51494
"50",1559,"The Callahans",39.289673,-123.373718,212,"CA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2795,200,"Leaves","All leaves withered (herbaceous and grasses)",2009,10,13,286,2455118,116,2009,11,25,329,2455161,-9999,"-9999",3880,6984,11.84,16.5,25.96,21.11,13,55.4,2.25,4.79,11.11,8.13,9,48.2,425,246,0,206,33,548,39744
"51",1559,"The Callahans",39.289673,-123.373718,212,"CA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2795,201,"Flowers","Open flowers (1 location)",2009,6,19,170,2455002,74,2009,10,13,286,2455118,-9999,"-9999",1714,3085.2,11.84,16.5,25.96,21.11,21,69.8,2.25,4.79,11.11,8.13,9,48.2,425,246,0,206,0,512,53222
"52",1559,"The Callahans",39.289673,-123.373718,212,"CA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2795,202,"Fruits","Ripe fruits (1 location)",2009,10,13,286,2455118,116,2009,11,25,329,2455161,-9999,"-9999",3880,6984,11.84,16.5,25.96,21.11,13,55.4,2.25,4.79,11.11,8.13,9,48.2,425,246,0,206,33,548,39744
"53",1559,"The Callahans",39.289673,-123.373718,212,"CA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2795,482,"Leaves","Initial growth (forbs)",2009,3,30,89,2454921,-9999,2009,6,19,170,2455002,-9999,"-9999",687.5,1237.5,11.84,16.5,25.96,21.11,15,59,2.25,4.79,11.11,8.13,1,33.8,425,246,0,206,0,393,44582
"54",1559,"The Callahans",39.289673,-123.373718,212,"CA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2795,488,"Leaves","Leaves (forbs)",2009,3,30,89,2454921,-9999,2009,6,19,170,2455002,-9999,"-9999",687.5,1237.5,11.84,16.5,25.96,21.11,15,59,2.25,4.79,11.11,8.13,1,33.8,425,246,0,206,0,393,44582
"55",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2862,201,"Flowers","Open flowers (1 location)",2009,7,17,198,2455030,28,2009,9,11,254,2455086,14,"-9999",1620,2916,-5.28,13.01,24.57,14.17,20,68,-16.78,0.91,13.27,3.42,12,53.6,88,146,397,183,0,360,53914
"56",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2862,202,"Fruits","Ripe fruits (1 location)",2009,9,11,254,2455086,14,2009,9,25,268,2455100,-9999,"-9999",2676.75,4818.15,-5.28,13.01,24.57,14.17,26.5,79.7,-16.78,0.91,13.27,3.42,14.5,58.1,88,146,397,183,0,589,44928
"57",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2862,482,"Leaves","Initial growth (forbs)",2009,4,24,114,2454946,7,2009,5,22,142,2454974,14,"-9999",243,437.4,-5.28,13.01,24.57,14.17,27,80.6,-16.78,0.91,13.27,3.42,9.5,49.1,88,146,397,183,0,114,49421
"58",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",2862,488,"Leaves","Leaves (forbs)",2009,5,4,124,2454956,10,2009,9,25,268,2455100,-9999,"-9999",345.75,622.35,-5.28,13.01,24.57,14.17,20.5,68.9,-16.78,0.91,13.27,3.42,4,39.2,88,146,397,183,0,159,51149
"59",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3135,201,"Flowers","Open flowers (1 location)",2009,7,17,198,2455030,28,2009,9,11,254,2455086,14,"-9999",1620,2916,-5.28,13.01,24.57,14.17,20,68,-16.78,0.91,13.27,3.42,12,53.6,88,146,397,183,0,360,53914
"60",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3135,202,"Fruits","Ripe fruits (1 location)",2009,9,11,254,2455086,14,2009,9,25,268,2455100,-9999,"-9999",2676.75,4818.15,-5.28,13.01,24.57,14.17,26.5,79.7,-16.78,0.91,13.27,3.42,14.5,58.1,88,146,397,183,0,589,44928
"61",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3135,482,"Leaves","Initial growth (forbs)",2009,4,24,114,2454946,7,2009,5,16,136,2454968,6,"-9999",243,437.4,-5.28,13.01,24.57,14.17,27,80.6,-16.78,0.91,13.27,3.42,9.5,49.1,88,146,397,183,0,114,49421
"62",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3135,488,"Leaves","Leaves (forbs)",2009,4,24,114,2454946,7,2009,9,25,268,2455100,-9999,"-9999",243,437.4,-5.28,13.01,24.57,14.17,27,80.6,-16.78,0.91,13.27,3.42,9.5,49.1,88,146,397,183,0,114,49421
"63",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3136,201,"Flowers","Open flowers (1 location)",2009,7,17,198,2455030,28,2009,9,11,254,2455086,14,"-9999",1620,2916,-5.28,13.01,24.57,14.17,20,68,-16.78,0.91,13.27,3.42,12,53.6,88,146,397,183,0,360,53914
"64",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3136,202,"Fruits","Ripe fruits (1 location)",2009,9,11,254,2455086,14,2009,9,25,268,2455100,-9999,"-9999",2676.75,4818.15,-5.28,13.01,24.57,14.17,26.5,79.7,-16.78,0.91,13.27,3.42,14.5,58.1,88,146,397,183,0,589,44928
"65",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3136,482,"Leaves","Initial growth (forbs)",2009,4,24,114,2454946,7,2009,5,16,136,2454968,6,"-9999",243,437.4,-5.28,13.01,24.57,14.17,27,80.6,-16.78,0.91,13.27,3.42,9.5,49.1,88,146,397,183,0,114,49421
"66",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3136,488,"Leaves","Leaves (forbs)",2009,4,24,114,2454946,7,2009,9,25,268,2455100,-9999,"-9999",243,437.4,-5.28,13.01,24.57,14.17,27,80.6,-16.78,0.91,13.27,3.42,9.5,49.1,88,146,397,183,0,114,49421
"67",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3137,201,"Flowers","Open flowers (1 location)",2009,7,17,198,2455030,28,2009,9,11,254,2455086,14,"-9999",1620,2916,-5.28,13.01,24.57,14.17,20,68,-16.78,0.91,13.27,3.42,12,53.6,88,146,397,183,0,360,53914
"68",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3137,202,"Fruits","Ripe fruits (1 location)",2009,9,11,254,2455086,14,2009,9,25,268,2455100,-9999,"-9999",2676.75,4818.15,-5.28,13.01,24.57,14.17,26.5,79.7,-16.78,0.91,13.27,3.42,14.5,58.1,88,146,397,183,0,589,44928
"69",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3137,482,"Leaves","Initial growth (forbs)",2009,4,24,114,2454946,7,2009,5,16,136,2454968,6,"-9999",243,437.4,-5.28,13.01,24.57,14.17,27,80.6,-16.78,0.91,13.27,3.42,9.5,49.1,88,146,397,183,0,114,49421
"70",1572,"home",44.588772,-93.004623,308,"MN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3137,488,"Leaves","Leaves (forbs)",2009,4,24,114,2454946,7,2009,9,25,268,2455100,-9999,"-9999",243,437.4,-5.28,13.01,24.57,14.17,27,80.6,-16.78,0.91,13.27,3.42,9.5,49.1,88,146,397,183,0,114,49421
"71",1784,"backyard",39.147102,-84.380188,176,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",3419,201,"Flowers","Open flowers (1 location)",2009,6,5,156,2454988,5,2009,10,11,284,2455116,-9999,"-9999",1395.5,2511.9,4.9,18.96,27.74,19.92,22,71.6,-5.38,6.47,16.71,6.56,9,48.2,264,237,337,167,0,420,52531
