"","observation_id","observedby_person_id","update_datetime","site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","observation_date","day_of_year","phenophase_status","intensity_category_id","intensity_value","abundance_value"
"28",1540928,4689,"-9999",8702,32.970837,-108.598663,1375,"NM",1163,"Salix","gooddingii","Goodding's willow","Plantae",27986,501,"Open flowers","2012-09-05",249,0,50,"-9999",-9999
"29",1541009,4689,"-9999",8702,32.970837,-108.598663,1375,"NM",1163,"Salix","gooddingii","Goodding's willow","Plantae",27986,501,"Open flowers","2012-09-11",255,0,50,"-9999",-9999
"30",1541090,4689,"-9999",8702,32.970837,-108.598663,1375,"NM",1163,"Salix","gooddingii","Goodding's willow","Plantae",27986,501,"Open flowers","2012-09-25",269,0,50,"-9999",-9999
"31",1582832,4689,"-9999",8702,32.970837,-108.598663,1375,"NM",1163,"Salix","gooddingii","Goodding's willow","Plantae",27986,501,"Open flowers","2012-10-02",276,0,50,"-9999",-9999
"32",1582913,4689,"-9999",8702,32.970837,-108.598663,1375,"NM",1163,"Salix","gooddingii","Goodding's willow","Plantae",27986,501,"Open flowers","2012-10-08",282,0,50,"-9999",-9999
"33",1662621,4689,"-9999",8702,32.970837,-108.598663,1375,"NM",1163,"Salix","gooddingii","Goodding's willow","Plantae",27986,501,"Open flowers","2012-10-15",289,0,50,"-9999",-9999
"34",1662702,4689,"-9999",8702,32.970837,-108.598663,1375,"NM",1163,"Salix","gooddingii","Goodding's willow","Plantae",27986,501,"Open flowers","2012-10-22",296,0,50,"-9999",-9999
"35",1662783,4689,"-9999",8702,32.970837,-108.598663,1375,"NM",1163,"Salix","gooddingii","Goodding's willow","Plantae",27986,501,"Open flowers","2012-11-07",312,0,50,"-9999",-9999
"36",1793946,4689,"-9999",8702,32.970837,-108.598663,1375,"NM",1163,"Salix","gooddingii","Goodding's willow","Plantae",27986,501,"Open flowers","2012-11-17",322,0,50,"-9999",-9999
"37",1860574,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-02-15",46,0,50,"-9999",-9999
"38",1864904,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-02-18",49,0,50,"-9999",-9999
"39",1870416,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-02-21",52,0,50,"-9999",-9999
"40",1879523,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-02-25",56,0,50,"-9999",-9999
"41",1888237,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-03-01",60,0,50,"-9999",-9999
"42",1894315,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-03-05",64,0,50,"-9999",-9999
"43",1902632,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-03-08",67,0,50,"-9999",-9999
"44",1909642,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-03-11",70,0,50,"-9999",-9999
"45",1922437,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-03-14",73,0,50,"-9999",-9999
"46",1929916,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-03-17",76,0,50,"-9999",-9999
"47",1945435,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-03-22",81,0,50,"-9999",-9999
"48",1956861,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-03-26",85,0,50,"-9999",-9999
"49",1967922,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-03-29",88,0,50,"-9999",-9999
"50",1977734,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-04-02",92,0,50,"-9999",-9999
"51",1995510,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-04-07",97,0,50,"-9999",-9999
"52",2011413,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-04-11",101,0,50,"-9999",-9999
"53",2067930,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-04-20",110,0,50,"-9999",-9999
"54",2096137,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-04-28",118,0,50,"-9999",-9999
"55",2131399,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-05-05",125,0,50,"-9999",-9999
"56",2193175,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-05-20",140,0,50,"-9999",-9999
"57",2209733,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-05-24",144,0,50,"-9999",-9999
"58",2246086,14240,"-9999",9621,27.972702,-97.134949,3,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",35996,501,"Open flowers","2013-06-01",152,1,50,"25-49%",-9999
"59",1866171,14271,"-9999",9651,29.686541,-95.426849,14,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",36131,501,"Open flowers","2013-02-19",50,0,50,"-9999",-9999
"60",1882351,14271,"-9999",9651,29.686541,-95.426849,14,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",36131,501,"Open flowers","2013-02-26",57,0,50,"-9999",-9999
"61",1902531,14271,"-9999",9651,29.686541,-95.426849,14,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",36131,501,"Open flowers","2013-03-07",66,0,50,"-9999",-9999
"62",1914219,14271,"-9999",9651,29.686541,-95.426849,14,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",36131,501,"Open flowers","2013-03-12",71,0,50,"-9999",-9999
"63",1937913,14271,"-9999",9651,29.686541,-95.426849,14,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",36131,501,"Open flowers","2013-03-20",79,0,50,"-9999",-9999
"64",1981777,14452,"-9999",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2013-03-30",89,0,50,"-9999",-9999
"65",2217553,14452,"-9999",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2013-05-19",139,0,50,"-9999",-9999
"66",2217651,14452,"-9999",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2013-05-05",125,0,50,"-9999",-9999
"67",2553953,14452,"-9999",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2013-06-01",152,0,50,"-9999",-9999
"68",2554052,14452,"-9999",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2013-06-15",166,1,50,"25-49%",-9999
"69",2554070,14452,"-9999",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2013-06-29",180,1,50,"95% or more",-9999
"70",2554252,14452,"-9999",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2013-07-14",195,0,50,"-9999",-9999
"71",2612782,14452,"-9999",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2013-08-31",243,1,50,"5-24%",-9999
"72",2613062,14452,"2014-11-24 10:55:38",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2013-09-14",257,1,50,"5-24%",-9999
"73",1923212,14535,"-9999",9930,31.580486,-97.324806,178,"TX",203,"Helianthus","annuus","common sunflower","Plantae",37928,501,"Open flowers","2013-03-14",73,0,50,"-9999",-9999
"74",2053525,14535,"-9999",9930,31.580486,-97.324806,178,"TX",203,"Helianthus","annuus","common sunflower","Plantae",37928,501,"Open flowers","2013-03-27",86,0,50,"-9999",-9999
"75",2053828,14535,"-9999",9930,31.580486,-97.324806,178,"TX",203,"Helianthus","annuus","common sunflower","Plantae",37928,501,"Open flowers","2013-04-04",94,0,50,"-9999",-9999
"76",2169894,14535,"-9999",9930,31.580486,-97.324806,178,"TX",203,"Helianthus","annuus","common sunflower","Plantae",37928,501,"Open flowers","2013-04-11",101,0,50,"-9999",-9999
"77",2170661,14535,"-9999",9930,31.580486,-97.324806,178,"TX",203,"Helianthus","annuus","common sunflower","Plantae",37928,501,"Open flowers","2013-04-25",115,0,50,"-9999",-9999
"78",2170847,14535,"-9999",9930,31.580486,-97.324806,178,"TX",203,"Helianthus","annuus","common sunflower","Plantae",37928,501,"Open flowers","2013-05-01",121,0,50,"-9999",-9999
"79",2324724,14535,"-9999",9930,31.580486,-97.324806,178,"TX",203,"Helianthus","annuus","common sunflower","Plantae",37928,501,"Open flowers","2013-05-17",137,0,50,"-9999",-9999
"80",2325215,14535,"-9999",9930,31.580486,-97.324806,178,"TX",203,"Helianthus","annuus","common sunflower","Plantae",37928,501,"Open flowers","2013-05-30",150,0,50,"-9999",-9999
"81",4676292,14452,"2014-11-24 11:12:14",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2014-01-25",25,0,50,"-9999",-9999
"82",4676563,14452,"2014-11-24 11:43:27",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2014-03-08",67,0,50,"-9999",-9999
"83",4676659,14452,"2014-11-24 11:43:27",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2014-03-23",82,0,50,"-9999",-9999
"84",4676720,14452,"2014-11-24 12:21:44",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2014-04-05",95,0,50,"-9999",-9999
"85",4676960,14452,"2014-12-29 10:20:00",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2014-04-26",116,0,50,"-9999",-9999
"86",4804533,14452,"-9999",9813,29.765047,-95.452187,17,"TX",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",37198,501,"Open flowers","2014-12-06",340,0,50,"-9999",-9999
"87",3323415,19538,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-03-06",65,0,-9999,"-9999",-9999
"88",3336188,19538,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-03-09",68,0,50,"-9999",-9999
"89",3504775,19539,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-04-10",100,0,50,"-9999",-9999
"90",3505178,19538,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-03-30",89,0,50,"-9999",-9999
"91",3505564,19538,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-04-06",96,0,50,"-9999",-9999
"92",3516311,19539,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-04-03",93,0,50,"-9999",-9999
"93",3516474,19539,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-03-27",86,0,50,"-9999",-9999
"94",3516881,19539,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-02-27",58,0,50,"-9999",-9999
"95",3556786,19605,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-03-04",63,0,50,"-9999",-9999
"96",3557210,19605,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-03-11",70,0,50,"-9999",-9999
"97",3557634,19605,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-03-25",84,0,50,"-9999",-9999
"98",3559238,19605,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-04-01",91,0,50,"-9999",-9999
"99",3559662,19605,"-9999",9860,35.179035,-97.446968,332,"OK",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",64681,501,"Open flowers","2014-04-08",98,0,50,"-9999",-9999
"100",6188827,26489,"-9999",17069,30.468864,-90.182861,5,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",65167,501,"Open flowers","2014-03-24",83,0,50,"-9999",-9999
"101",6188857,26489,"-9999",17069,30.468864,-90.182861,5,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",65167,501,"Open flowers","2014-03-28",87,0,50,"-9999",-9999
"102",6188887,26489,"-9999",17069,30.468864,-90.182861,5,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",65167,501,"Open flowers","2014-03-31",90,0,50,"-9999",-9999
"103",6188837,26489,"-9999",17069,30.468864,-90.182861,5,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",65168,501,"Open flowers","2014-03-24",83,0,50,"-9999",-9999
"104",6188867,26489,"-9999",17069,30.468864,-90.182861,5,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",65168,501,"Open flowers","2014-03-28",87,0,50,"-9999",-9999
"105",6188847,26489,"-9999",17069,30.468864,-90.182861,5,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",65169,501,"Open flowers","2014-03-24",83,0,50,"-9999",-9999
"106",6188877,26489,"-9999",17069,30.468864,-90.182861,5,"LA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",65169,501,"Open flowers","2014-03-28",87,0,50,"-9999",-9999
"107",6165853,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,501,"Open flowers","2014-03-19",78,0,50,"-9999",-9999
"108",6165860,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,501,"Open flowers","2014-03-20",79,0,50,"-9999",-9999
"109",6165867,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,501,"Open flowers","2014-03-24",83,0,50,"-9999",-9999
"110",6165874,26484,"2015-08-16 18:16:22",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,501,"Open flowers","2014-03-25",84,0,50,"-9999",-9999
"111",6165881,26484,"2015-08-16 18:16:22",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,501,"Open flowers","2014-03-27",86,1,50,"-9999",-9999
"112",6165888,26484,"2015-08-26 08:27:41",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,501,"Open flowers","2014-04-08",98,0,50,"-9999",-9999
"113",6165895,26484,"2015-08-26 08:27:41",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65096,501,"Open flowers","2014-05-13",133,0,50,"-9999",-9999
"114",6165958,26484,"2015-08-26 08:27:42",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65157,501,"Open flowers","2014-05-13",133,0,50,"-9999",-9999
"115",6166040,26484,"2015-08-16 18:02:57",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65157,501,"Open flowers","2014-04-08",98,0,50,"-9999",-9999
"116",6166410,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65157,501,"Open flowers","2014-03-24",83,0,50,"-9999",-9999
"117",6166438,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65157,501,"Open flowers","2014-03-19",78,0,50,"-9999",-9999
"118",6166496,26484,"2015-08-16 18:23:37",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65157,501,"Open flowers","2014-03-31",90,0,50,"-9999",-9999
"119",6166510,26484,"2015-08-16 18:23:37",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65157,501,"Open flowers","2014-04-28",118,0,50,"-9999",-9999
"120",6165965,26484,"2015-08-26 08:27:42",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65158,501,"Open flowers","2014-05-13",133,0,50,"-9999",-9999
"121",6166047,26484,"2015-08-16 18:02:57",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65158,501,"Open flowers","2014-04-08",98,0,50,"-9999",-9999
"122",6166417,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65158,501,"Open flowers","2014-03-24",83,0,50,"-9999",-9999
"123",6166445,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65158,501,"Open flowers","2014-03-19",78,0,50,"-9999",-9999
"124",6166503,26484,"2015-08-16 18:23:37",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65158,501,"Open flowers","2014-03-31",90,0,50,"-9999",-9999
"125",6166517,26484,"2015-08-16 18:23:37",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65158,501,"Open flowers","2014-04-28",118,0,50,"-9999",-9999
"126",6165972,26484,"2015-08-26 08:27:42",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65159,501,"Open flowers","2014-05-13",133,0,50,"-9999",-9999
"127",6166054,26484,"2015-08-16 18:02:57",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65159,501,"Open flowers","2014-04-08",98,0,50,"-9999",-9999
"128",6166424,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65159,501,"Open flowers","2014-03-24",83,0,50,"-9999",-9999
"129",6166452,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65159,501,"Open flowers","2014-03-19",78,0,50,"-9999",-9999
"130",6165979,26484,"2015-08-26 08:27:42",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65160,501,"Open flowers","2014-05-13",133,0,50,"-9999",-9999
"131",6166061,26484,"2015-08-16 18:02:57",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65160,501,"Open flowers","2014-04-08",98,0,50,"-9999",-9999
"132",6166431,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65160,501,"Open flowers","2014-03-24",83,0,50,"-9999",-9999
"133",6166459,26484,"2015-08-16 18:19:53",17069,30.468864,-90.182861,5,"LA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",65160,501,"Open flowers","2014-03-19",78,0,50,"-9999",-9999
"134",3515604,4868,"-9999",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",68376,501,"Open flowers","2014-04-16",106,0,50,"-9999",-9999
"135",3539640,4868,"-9999",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",68376,501,"Open flowers","2014-04-20",110,0,50,"-9999",-9999
"136",3562633,4868,"-9999",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",68376,501,"Open flowers","2014-04-23",113,0,50,"-9999",-9999
"137",3586873,4868,"-9999",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",68376,501,"Open flowers","2014-04-27",117,0,50,"-9999",-9999
"138",3601647,4868,"-9999",8418,32.363758,-94.873947,108,"TX",203,"Helianthus","annuus","common sunflower","Plantae",68376,501,"Open flowers","2014-04-30",120,0,50,"-9999",-9999
