"","site_id","latitude","longitude","elevation_in_meters","state","species_id","common_name","individual_id","phenophase_id","phenophase_description","observation_date","day_of_year","year","ripe_fruit_estimate","max_fruits","near_max_threshold","is_near_max","peak"
"18",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-01-30",30,2013,0,53.2,39.9,0,0
"19",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-02-06",37,2013,0,53.2,39.9,0,0
"20",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-02-13",44,2013,0,53.2,39.9,0,0
"21",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-02-20",51,2013,0,53.2,39.9,0,0
"22",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-02-27",58,2013,0,53.2,39.9,0,0
"23",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-03-08",67,2013,0,53.2,39.9,0,0
"24",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-03-15",74,2013,0,53.2,39.9,0,0
"25",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-03-27",86,2013,0,53.2,39.9,0,0
"26",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-04-04",94,2013,0,53.2,39.9,0,0
"27",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-04-12",102,2013,0,53.2,39.9,0,0
"28",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-04-19",109,2013,0,53.2,39.9,0,0
"29",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-04-26",116,2013,0,53.2,39.9,0,0
"30",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-05-07",127,2013,0,53.2,39.9,0,0
"31",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-05-14",134,2013,0,53.2,39.9,0,0
"32",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-05-22",142,2013,0,53.2,39.9,0,0
"33",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-05-29",149,2013,0,53.2,39.9,0,0
"34",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-06-06",157,2013,0,53.2,39.9,0,0
"35",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-06-15",166,2013,0,53.2,39.9,0,0
"36",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-06-27",178,2013,0,53.2,39.9,0,0
"37",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-07-08",189,2013,0,53.2,39.9,0,0
"38",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-07-16",197,2013,0,53.2,39.9,0,0
"39",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-07-24",205,2013,0,53.2,39.9,0,0
"40",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-08-03",215,2013,0,53.2,39.9,0,0
"41",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-08-11",223,2013,0,53.2,39.9,0,0
"42",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-08-20",232,2013,0,53.2,39.9,0,0
"43",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-09-05",248,2013,0,53.2,39.9,0,0
"44",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-09-12",255,2013,2.8,53.2,39.9,0,0
"45",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-09-24",267,2013,8.4,53.2,39.9,0,0
"46",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-10-01",274,2013,47.6,53.2,39.9,1,1
"47",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-10-15",288,2013,53.2,53.2,39.9,1,1
"48",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-10-21",294,2013,53.2,53.2,39.9,1,1
"49",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-10-24",297,2013,53.2,53.2,39.9,1,1
"50",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-11-04",308,2013,53.2,53.2,39.9,1,1
"51",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-11-13",317,2013,53.2,53.2,39.9,1,1
"52",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-11-20",324,2013,53.2,53.2,39.9,1,1
"53",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-11-25",329,2013,53.2,53.2,39.9,1,1
"54",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-12-01",335,2013,53.2,53.2,39.9,1,1
"55",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-12-12",346,2013,53.2,53.2,39.9,1,1
"56",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-12-17",351,2013,53.2,53.2,39.9,1,1
"57",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,390,"Ripe fruits","2013-12-26",360,2013,0,53.2,39.9,0,0
"58",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-01-04",4,2013,0,53.2,39.9,0,0
"59",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-01-11",11,2013,0,53.2,39.9,0,0
"60",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-01-21",21,2013,0,53.2,39.9,0,0
"61",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-01-30",30,2013,0,53.2,39.9,0,0
"62",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-02-06",37,2013,0,53.2,39.9,0,0
"63",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-02-13",44,2013,0,53.2,39.9,0,0
"64",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-02-20",51,2013,0,53.2,39.9,0,0
"65",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-02-27",58,2013,0,53.2,39.9,0,0
"66",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-03-08",67,2013,0,53.2,39.9,0,0
"67",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-03-15",74,2013,0,53.2,39.9,0,0
"68",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-03-27",86,2013,0,53.2,39.9,0,0
"69",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-04-04",94,2013,0,53.2,39.9,0,0
"70",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-04-12",102,2013,0,53.2,39.9,0,0
"71",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-04-19",109,2013,0,53.2,39.9,0,0
"72",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-04-26",116,2013,0,53.2,39.9,0,0
"73",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-05-07",127,2013,0,53.2,39.9,0,0
"74",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-05-14",134,2013,0,53.2,39.9,0,0
"75",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-05-22",142,2013,0,53.2,39.9,0,0
"76",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-05-29",149,2013,0,53.2,39.9,0,0
"77",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-06-06",157,2013,0,53.2,39.9,0,0
"78",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-06-15",166,2013,0,53.2,39.9,0,0
"79",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-06-27",178,2013,0,53.2,39.9,0,0
"80",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-07-08",189,2013,0,53.2,39.9,0,0
"81",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-07-16",197,2013,0,53.2,39.9,0,0
"82",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-07-24",205,2013,0,53.2,39.9,0,0
"83",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-08-03",215,2013,0,53.2,39.9,0,0
"84",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-08-11",223,2013,0,53.2,39.9,0,0
"85",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-08-20",232,2013,0,53.2,39.9,0,0
"86",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-09-05",248,2013,0,53.2,39.9,0,0
"87",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-09-12",255,2013,2.8,53.2,39.9,0,0
"88",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-09-24",267,2013,8.4,53.2,39.9,0,0
"89",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-10-01",274,2013,47.6,53.2,39.9,1,1
"90",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-10-15",288,2013,53.2,53.2,39.9,1,1
"91",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-10-21",294,2013,53.2,53.2,39.9,1,1
"92",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-10-24",297,2013,53.2,53.2,39.9,1,1
"93",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-11-04",308,2013,53.2,53.2,39.9,1,1
"94",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-11-13",317,2013,53.2,53.2,39.9,1,1
"95",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-11-20",324,2013,53.2,53.2,39.9,1,1
"96",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-11-25",329,2013,53.2,53.2,39.9,1,1
"97",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-12-01",335,2013,53.2,53.2,39.9,1,1
"98",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-12-12",346,2013,53.2,53.2,39.9,1,1
"99",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-12-17",351,2013,53.2,53.2,39.9,1,1
"100",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,516,"Fruits","2013-12-26",360,2013,0,53.2,39.9,0,0
"101",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-01-04",4,2013,0,53.2,39.9,0,0
"102",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-01-11",11,2013,0,53.2,39.9,0,0
"103",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-01-21",21,2013,0,53.2,39.9,0,0
"104",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-01-30",30,2013,0,53.2,39.9,0,0
"105",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-02-06",37,2013,0,53.2,39.9,0,0
"106",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-02-13",44,2013,0,53.2,39.9,0,0
"107",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-02-20",51,2013,0,53.2,39.9,0,0
"108",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-02-27",58,2013,0,53.2,39.9,0,0
"109",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-03-08",67,2013,0,53.2,39.9,0,0
"110",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-03-15",74,2013,0,53.2,39.9,0,0
"111",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-03-27",86,2013,0,53.2,39.9,0,0
"112",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-04-04",94,2013,0,53.2,39.9,0,0
"113",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-04-12",102,2013,0,53.2,39.9,0,0
"114",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-04-19",109,2013,0,53.2,39.9,0,0
"115",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-04-26",116,2013,0,53.2,39.9,0,0
"116",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-05-07",127,2013,0,53.2,39.9,0,0
"117",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-05-14",134,2013,0,53.2,39.9,0,0
"118",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-05-29",149,2013,0,53.2,39.9,0,0
"119",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-06-06",157,2013,0,53.2,39.9,0,0
"120",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-06-15",166,2013,0,53.2,39.9,0,0
"121",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-06-27",178,2013,0,53.2,39.9,0,0
"122",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-07-08",189,2013,0,53.2,39.9,0,0
"123",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-07-16",197,2013,0,53.2,39.9,0,0
"124",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-07-24",205,2013,0,53.2,39.9,0,0
"125",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-08-03",215,2013,0,53.2,39.9,0,0
"126",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-08-11",223,2013,0,53.2,39.9,0,0
"127",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-08-20",232,2013,0,53.2,39.9,0,0
"128",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-09-05",248,2013,0,53.2,39.9,0,0
"129",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-09-12",255,2013,0,53.2,39.9,0,0
"130",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-09-24",267,2013,0,53.2,39.9,0,0
"131",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-10-01",274,2013,8.4,53.2,39.9,0,0
"132",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-10-15",288,2013,53.2,53.2,39.9,1,1
"133",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-10-21",294,2013,53.2,53.2,39.9,1,1
"134",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-10-24",297,2013,53.2,53.2,39.9,1,1
"135",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-11-04",308,2013,53.2,53.2,39.9,1,1
"136",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-11-13",317,2013,53.2,53.2,39.9,1,1
"137",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-11-20",324,2013,53.2,53.2,39.9,1,1
"138",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-11-25",329,2013,53.2,53.2,39.9,1,1
"139",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-12-01",335,2013,53.2,53.2,39.9,1,1
"140",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-12-12",346,2013,53.2,53.2,39.9,1,1
"141",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-12-17",351,2013,53.2,53.2,39.9,1,1
"142",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,390,"Ripe fruits","2013-12-26",360,2013,0,53.2,39.9,0,0
"143",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-01-04",4,2013,0,53.2,39.9,0,0
"144",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-01-11",11,2013,0,53.2,39.9,0,0
"145",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-01-21",21,2013,0,53.2,39.9,0,0
"146",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-01-30",30,2013,0,53.2,39.9,0,0
"147",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-02-06",37,2013,0,53.2,39.9,0,0
"148",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-02-13",44,2013,0,53.2,39.9,0,0
"149",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-02-20",51,2013,0,53.2,39.9,0,0
"150",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-02-27",58,2013,0,53.2,39.9,0,0
"151",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-03-08",67,2013,0,53.2,39.9,0,0
"152",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-03-15",74,2013,0,53.2,39.9,0,0
"153",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-03-27",86,2013,0,53.2,39.9,0,0
"154",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-04-04",94,2013,0,53.2,39.9,0,0
"155",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-04-12",102,2013,0,53.2,39.9,0,0
"156",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-04-19",109,2013,0,53.2,39.9,0,0
"157",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-04-26",116,2013,0,53.2,39.9,0,0
"158",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-05-07",127,2013,0,53.2,39.9,0,0
"159",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-05-14",134,2013,0,53.2,39.9,0,0
"160",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-05-29",149,2013,0,53.2,39.9,0,0
"161",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-06-06",157,2013,0,53.2,39.9,0,0
"162",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-06-15",166,2013,0,53.2,39.9,0,0
"163",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-06-27",178,2013,0,53.2,39.9,0,0
"164",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-07-08",189,2013,0,53.2,39.9,0,0
"165",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-07-16",197,2013,0,53.2,39.9,0,0
"166",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-07-24",205,2013,0,53.2,39.9,0,0
"167",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-08-03",215,2013,0,53.2,39.9,0,0
"168",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-08-11",223,2013,0,53.2,39.9,0,0
"169",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-08-20",232,2013,0,53.2,39.9,0,0
"170",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-09-05",248,2013,0,53.2,39.9,0,0
"171",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-09-12",255,2013,0,53.2,39.9,0,0
"172",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-09-24",267,2013,0,53.2,39.9,0,0
"173",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-10-01",274,2013,8.4,53.2,39.9,0,0
"174",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-10-15",288,2013,53.2,53.2,39.9,1,1
"175",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-10-21",294,2013,53.2,53.2,39.9,1,1
"176",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-10-24",297,2013,53.2,53.2,39.9,1,1
"177",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-11-04",308,2013,53.2,53.2,39.9,1,1
"178",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-11-13",317,2013,53.2,53.2,39.9,1,1
"179",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-11-20",324,2013,53.2,53.2,39.9,1,1
"180",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-11-25",329,2013,53.2,53.2,39.9,1,1
"181",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-12-01",335,2013,53.2,53.2,39.9,1,1
"182",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-12-12",346,2013,53.2,53.2,39.9,1,1
"183",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-12-17",351,2013,53.2,53.2,39.9,1,1
"184",5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,516,"Fruits","2013-12-26",360,2013,0,53.2,39.9,0,0
"185",5207,36.904579,-76.19651,2,"VA",201,"common buttonbush",10215,390,"Ripe fruits","2013-01-04",4,2013,0,53.2,39.9,0,0
"186",5207,36.904579,-76.19651,2,"VA",201,"common buttonbush",10215,390,"Ripe fruits","2013-01-11",11,2013,0,53.2,39.9,0,0
"187",5207,36.904579,-76.19651,2,"VA",201,"common buttonbush",10215,390,"Ripe fruits","2013-01-21",21,2013,0,53.2,39.9,0,0
"188",5207,36.904579,-76.19651,2,"VA",201,"common buttonbush",10215,390,"Ripe fruits","2013-01-30",30,2013,0,53.2,39.9,0,0
"189",5207,36.904579,-76.19651,2,"VA",201,"common buttonbush",10215,390,"Ripe fruits","2013-02-06",37,2013,0,53.2,39.9,0,0
"190",5207,36.904579,-76.19651,2,"VA",201,"common buttonbush",10215,390,"Ripe fruits","2013-02-13",44,2013,0,53.2,39.9,0,0
