"","observation_id","observedby_person_id","site_id","latitude","longitude","elevation_in_meters","state","species_id","common_name","individual_id","phenophase_id","phenophase_description","observation_date","day_of_year","phenophase_status","intensity_category_id","intensity_value","year","midpoint","midpoint2","ave_midpoint","open_flower_estimate"
"17",2627938,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-05-14",134,1,48,"11 to 100",2013,56,56,56,0
"18",2628014,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-05-22",142,1,48,"11 to 100",2013,56,56,56,0
"19",2628082,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-05-29",149,1,48,"11 to 100",2013,56,56,56,0
"20",2628158,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-06-06",157,1,48,"11 to 100",2013,56,56,56,8.4
"21",2628234,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-06-15",166,1,48,"11 to 100",2013,56,56,56,0
"22",2628310,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-06-27",178,1,48,"11 to 100",2013,56,56,56,53.2
"23",2628443,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-07-08",189,1,48,"11 to 100",2013,56,56,56,53.2
"24",2628519,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-07-16",197,0,48,NA,2013,NA,0,0,0
"25",2628595,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-07-24",205,0,48,NA,2013,NA,0,0,0
"26",2628671,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-08-03",215,0,48,NA,2013,NA,0,0,0
"27",2628772,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-08-11",223,0,48,NA,2013,NA,0,0,0
"28",2628848,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-08-20",232,0,48,NA,2013,NA,0,0,0
"29",3152557,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-09-05",248,0,48,NA,2013,NA,0,0,0
"30",3152633,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-09-12",255,0,48,NA,2013,NA,0,0,0
"31",3152709,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-09-24",267,0,48,NA,2013,NA,0,0,0
"32",3152785,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-10-01",274,0,48,NA,2013,NA,0,0,0
"33",3152945,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-10-15",288,0,48,NA,2013,NA,0,0,0
"34",3153011,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-10-21",294,0,48,NA,2013,NA,0,0,0
"35",3153169,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-10-24",297,0,48,NA,2013,NA,0,0,0
"36",3153245,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-11-04",308,0,48,NA,2013,NA,0,0,0
"37",3154677,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-11-13",317,0,48,NA,2013,NA,0,0,0
"38",3154753,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-11-20",324,0,48,NA,2013,NA,0,0,0
"39",3154829,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-11-25",329,0,48,NA,2013,NA,0,0,0
"40",3154905,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-12-01",335,0,48,NA,2013,NA,0,0,0
"41",3154981,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-12-12",346,0,48,NA,2013,NA,0,0,0
"42",3155057,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-12-17",351,0,48,NA,2013,NA,0,0,0
"43",3155133,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,500,"Flowers or flower buds","2013-12-26",360,0,48,NA,2013,NA,0,0,0
"44",2625972,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-01-04",4,0,50,NA,2013,NA,0,0,0
"45",2626048,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-01-11",11,0,50,NA,2013,NA,0,0,0
"46",2626736,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-01-21",21,0,50,NA,2013,NA,0,0,0
"47",2626812,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-01-30",30,0,50,NA,2013,NA,0,0,0
"48",2627027,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-02-06",37,0,50,NA,2013,NA,0,0,0
"49",2627103,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-02-13",44,0,50,NA,2013,NA,0,0,0
"50",2627179,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-02-20",51,0,50,NA,2013,NA,0,0,0
"51",2627255,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-02-27",58,0,50,NA,2013,NA,0,0,0
"52",2627331,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-03-08",67,0,50,NA,2013,NA,0,0,0
"53",2627407,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-03-15",74,0,50,NA,2013,NA,0,0,0
"54",2627483,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-03-27",86,0,50,NA,2013,NA,0,0,0
"55",2627557,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-04-04",94,0,50,NA,2013,NA,0,0,0
"56",2627633,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-04-12",102,0,50,NA,2013,NA,0,0,0
"57",2627711,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-04-19",109,0,50,NA,2013,NA,0,0,0
"58",2627787,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-04-26",116,0,50,NA,2013,NA,0,0,0
"59",2627863,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-05-07",127,0,50,NA,2013,NA,0,0,0
"60",2627939,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-05-14",134,0,50,NA,2013,NA,0,0,0
"61",2628015,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-05-22",142,0,50,NA,2013,NA,0,0,0
"62",2628083,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-05-29",149,0,50,NA,2013,NA,0,0,0
"63",2628159,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-06-06",157,1,50,"5-24%",2013,0.15,0.15,0.15,8.4
"64",2628235,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-06-15",166,0,50,NA,2013,NA,0,0,0
"65",2628311,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-06-27",178,1,50,"95% or more",2013,0.95,0.95,0.95,53.2
"66",2628444,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-07-08",189,1,50,"95% or more",2013,0.95,0.95,0.95,53.2
"67",2628520,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-07-16",197,0,50,NA,2013,NA,0,0,0
"68",2628596,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-07-24",205,0,50,NA,2013,NA,0,0,0
"69",2628672,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-08-03",215,0,50,NA,2013,NA,0,0,0
"70",2628773,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-08-11",223,0,50,NA,2013,NA,0,0,0
"71",2628849,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-08-20",232,0,50,NA,2013,NA,0,0,0
"72",3152558,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-09-05",248,0,50,NA,2013,NA,0,0,0
"73",3152634,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-09-12",255,0,50,NA,2013,NA,0,0,0
"74",3152710,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-09-24",267,0,50,NA,2013,NA,0,0,0
"75",3152786,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-10-01",274,0,50,NA,2013,NA,0,0,0
"76",3152946,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-10-15",288,0,50,NA,2013,NA,0,0,0
"77",3153012,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-10-21",294,0,50,NA,2013,NA,0,0,0
"78",3153170,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-10-24",297,0,50,NA,2013,NA,0,0,0
"79",3153246,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-11-04",308,0,50,NA,2013,NA,0,0,0
"80",3154678,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-11-13",317,0,50,NA,2013,NA,0,0,0
"81",3154754,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-11-20",324,0,50,NA,2013,NA,0,0,0
"82",3154830,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-11-25",329,0,50,NA,2013,NA,0,0,0
"83",3154906,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-12-01",335,0,50,NA,2013,NA,0,0,0
"84",3154982,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-12-12",346,0,50,NA,2013,NA,0,0,0
"85",3155058,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-12-17",351,0,50,NA,2013,NA,0,0,0
"86",3155134,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10212,501,"Open flowers","2013-12-26",360,0,50,NA,2013,NA,0,0,0
"87",2625981,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-01-04",4,0,48,NA,2013,NA,0,0,0
"88",2626057,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-01-11",11,0,48,NA,2013,NA,0,0,0
"89",2626745,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-01-21",21,0,48,NA,2013,NA,0,0,0
"90",2626821,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-01-30",30,0,48,NA,2013,NA,0,0,0
"91",2627036,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-02-06",37,0,48,NA,2013,NA,0,0,0
"92",2627112,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-02-13",44,0,48,NA,2013,NA,0,0,0
"93",2627188,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-02-20",51,0,48,NA,2013,NA,0,0,0
"94",2627264,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-02-27",58,0,48,NA,2013,NA,0,0,0
"95",2627340,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-03-08",67,0,48,NA,2013,NA,0,0,0
"96",2627416,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-03-15",74,0,48,NA,2013,NA,0,0,0
"97",2627492,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-03-27",86,0,48,NA,2013,NA,0,0,0
"98",2627566,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-04-04",94,0,48,NA,2013,NA,0,0,0
"99",2627642,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-04-12",102,0,48,NA,2013,NA,0,0,0
"100",2627720,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-04-19",109,0,48,NA,2013,NA,0,0,0
"101",2627796,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-04-26",116,0,48,NA,2013,NA,0,0,0
"102",2627872,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-05-07",127,0,48,NA,2013,NA,0,0,0
"103",2627948,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-05-14",134,1,48,"3 to 10",2013,7,7,7,0
"104",2628020,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-05-22",142,1,48,"11 to 100",2013,56,56,56,56
"105",2628092,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-05-29",149,1,48,"11 to 100",2013,56,56,56,0
"106",2628168,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-06-06",157,1,48,"11 to 100",2013,56,56,56,2.8
"107",2628244,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-06-15",166,1,48,"11 to 100",2013,56,56,56,34.72
"108",2628320,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-06-27",178,1,48,"11 to 100",2013,56,56,56,53.2
"109",2628453,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-07-08",189,1,48,"11 to 100",2013,56,56,56,53.2
"110",2628529,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-07-16",197,0,48,NA,2013,NA,0,0,0
"111",2628605,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-07-24",205,0,48,NA,2013,NA,0,0,0
"112",2628681,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-08-03",215,0,48,NA,2013,NA,0,0,0
"113",2628782,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-08-11",223,0,48,NA,2013,NA,0,0,0
"114",2628858,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-08-20",232,0,48,NA,2013,NA,0,0,0
"115",3152567,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-09-05",248,0,48,NA,2013,NA,0,0,0
"116",3152643,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-09-12",255,0,48,NA,2013,NA,0,0,0
"117",3152719,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-09-24",267,0,48,NA,2013,NA,0,0,0
"118",3152795,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-10-01",274,0,48,NA,2013,NA,0,0,0
"119",3152955,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-10-15",288,0,48,NA,2013,NA,0,0,0
"120",3153021,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-10-21",294,0,48,NA,2013,NA,0,0,0
"121",3153179,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-10-24",297,0,48,NA,2013,NA,0,0,0
"122",3153255,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-11-04",308,0,48,NA,2013,NA,0,0,0
"123",3154687,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-11-13",317,0,48,NA,2013,NA,0,0,0
"124",3154763,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-11-20",324,0,48,NA,2013,NA,0,0,0
"125",3154839,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-11-25",329,0,48,NA,2013,NA,0,0,0
"126",3154915,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-12-01",335,0,48,NA,2013,NA,0,0,0
"127",3154991,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-12-12",346,0,48,NA,2013,NA,0,0,0
"128",3155067,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-12-17",351,0,48,NA,2013,NA,0,0,0
"129",3155143,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,500,"Flowers or flower buds","2013-12-26",360,0,48,NA,2013,NA,0,0,0
"130",2625982,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-01-04",4,0,50,NA,2013,NA,0,0,0
"131",2626058,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-01-11",11,0,50,NA,2013,NA,0,0,0
"132",2626746,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-01-21",21,0,50,NA,2013,NA,0,0,0
"133",2626822,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-01-30",30,0,50,NA,2013,NA,0,0,0
"134",2627037,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-02-06",37,0,50,NA,2013,NA,0,0,0
"135",2627113,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-02-13",44,0,50,NA,2013,NA,0,0,0
"136",2627189,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-02-20",51,0,50,NA,2013,NA,0,0,0
"137",2627265,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-02-27",58,0,50,NA,2013,NA,0,0,0
"138",2627341,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-03-08",67,0,50,NA,2013,NA,0,0,0
"139",2627417,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-03-15",74,0,50,NA,2013,NA,0,0,0
"140",2627493,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-03-27",86,0,50,NA,2013,NA,0,0,0
"141",2627567,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-04-04",94,0,50,NA,2013,NA,0,0,0
"142",2627643,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-04-12",102,0,50,NA,2013,NA,0,0,0
"143",2627721,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-04-19",109,0,50,NA,2013,NA,0,0,0
"144",2627797,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-04-26",116,0,50,NA,2013,NA,0,0,0
"145",2627873,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-05-07",127,0,50,NA,2013,NA,0,0,0
"146",2627949,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-05-14",134,0,50,NA,2013,NA,0,0,0
"147",2628093,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-05-29",149,0,50,NA,2013,NA,0,0,0
"148",2628169,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-06-06",157,1,50,"Less than 5%",2013,0.05,0.05,0.05,2.8
"149",2628245,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-06-15",166,1,50,"50-74%",2013,0.62,0.62,0.62,34.72
"150",2628332,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-06-27",178,1,50,"95% or more",2013,0.95,0.95,0.95,53.2
"151",2628454,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-07-08",189,1,50,"95% or more",2013,0.95,0.95,0.95,53.2
"152",2628530,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-07-16",197,0,50,NA,2013,NA,0,0,0
"153",2628606,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-07-24",205,0,50,NA,2013,NA,0,0,0
"154",2628682,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-08-03",215,0,50,NA,2013,NA,0,0,0
"155",2628783,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-08-11",223,0,50,NA,2013,NA,0,0,0
"156",2628859,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-08-20",232,0,50,NA,2013,NA,0,0,0
"157",3152568,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-09-05",248,0,50,NA,2013,NA,0,0,0
"158",3152644,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-09-12",255,0,50,NA,2013,NA,0,0,0
"159",3152720,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-09-24",267,0,50,NA,2013,NA,0,0,0
"160",3152796,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-10-01",274,0,50,NA,2013,NA,0,0,0
"161",3152956,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-10-15",288,0,50,NA,2013,NA,0,0,0
"162",3153022,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-10-21",294,0,50,NA,2013,NA,0,0,0
"163",3153180,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-10-24",297,0,50,NA,2013,NA,0,0,0
"164",3153256,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-11-04",308,0,50,NA,2013,NA,0,0,0
"165",3154688,3111,5206,36.902622,-76.206039,3,"VA",201,"common buttonbush",10213,501,"Open flowers","2013-11-13",317,0,50,NA,2013,NA,0,0,0
